,Date,P/E,P/B,Div Yield,Nifty,Earnings,Book Value,Dividend,D/E,E/B,50- TPE,Earning growth,DIV GROWTH,,,,,,,,,,,,
2283,1/30/2008,22.02,5.41,0.99,5167.6,234.68,955.19,52.2,22.24%,24.57%,25.97,0.42,-0.54,,,,,,,,,,,,
2284,1/31/2008,21.97,5.38,0.99,5137.45,233.84,954.92,51.89,22.19%,24.49%,25.8,0.44,-0.58,,,,,,,,,,,,
2285,2/1/2008,22.68,5.57,0.96,5317.25,234.45,954.62,55.39,23.63%,24.56%,25.67,0.47,-0.6,,,,,,,,,,,,
2286,2/4/2008,23.31,5.72,0.94,5463.5,234.38,955.16,58.12,24.80%,24.54%,25.55,0.49,-0.61,,,,,,,,,,,,
2287,2/5/2008,23.4,5.74,0.93,5483.9,234.35,955.38,58.97,25.16%,24.53%,25.48,0.5,-0.65,,,,,,,,,,,,
2288,2/6/2008,22.71,5.58,0.96,5322.55,234.37,953.86,55.44,23.66%,24.57%,25.39,0.51,-0.71,,,,,,,,,,,,
2289,2/7/2008,21.9,5.38,1,5133.25,234.39,954.14,51.33,21.90%,24.57%,25.27,0.52,-0.78,,,,,,,,,,,,
2290,2/8/2008,21.85,5.36,1,5120.35,234.34,955.29,51.2,21.85%,24.53%,25.15,0.53,-0.84,,,,,,,,,,,,
2291,2/11/2008,20.72,5.09,1.05,4857,234.41,954.22,46.26,19.73%,24.57%,24.97,0.53,-0.9,,,,,,,,,,,,
2292,2/12/2008,20.64,5.07,1.06,4838.25,234.41,954.29,45.64,19.47%,24.56%,24.77,0.52,-0.95,,,,,,,,,,,,
2293,2/13/2008,21.03,5.16,1.04,4929.45,234.4,955.32,47.4,20.22%,24.54%,24.59,0.52,-0.98,,,,,,,,,,,,
2294,2/14/2008,22.19,5.45,0.98,5202,234.43,954.5,53.08,22.64%,24.56%,24.43,0.51,-0.97,,,,,,,,,,,,
2295,2/15/2008,22.62,5.56,0.96,5302.9,234.43,953.76,55.24,23.56%,24.58%,24.29,0.49,-0.94,,,,,,,,,,,,
2296,2/18/2008,22.51,5.53,0.97,5276.9,234.42,954.23,54.4,23.21%,24.57%,24.14,0.47,-0.91,,,,,,,,,,,,
2297,2/19/2008,22.52,5.53,0.97,5280.8,234.49,954.94,54.44,23.22%,24.56%,23.98,0.45,-0.87,,,,,,,,,,,,
2298,2/20/2008,21.98,5.4,0.99,5154.45,234.51,954.53,52.07,22.20%,24.57%,23.81,0.43,-0.83,,,,,,,,,,,,
2299,2/21/2008,22.14,5.44,0.98,5191.8,234.5,954.38,52.98,22.59%,24.57%,23.63,0.4,-0.76,,,,,,,,,,,,
2300,2/22/2008,21.79,5.35,1,5110.75,234.55,955.28,51.11,21.79%,24.55%,23.44,0.36,-0.7,,,,,,,,,,,,
2301,2/25/2008,22.17,5.45,0.98,5200.7,234.58,954.26,53.07,22.62%,24.58%,23.26,0.33,-0.63,,,,,,,,,,,,
2302,2/26/2008,22.47,5.52,0.97,5270.05,234.54,954.72,54.33,23.16%,24.57%,23.09,0.29,-0.54,,,,,,,,,,,,
2303,2/27/2008,22.46,5.52,0.97,5268.4,234.57,954.42,54.31,23.15%,24.58%,22.94,0.24,-0.45,,,,,,,,,,,,
2304,2/28/2008,22.53,5.54,0.97,5285.1,234.58,953.99,54.49,23.23%,24.59%,22.78,0.2,-0.36,,,,,,,,,,,,
2305,2/29/2008,22.27,5.47,0.98,5223.5,234.55,954.94,53.3,22.72%,24.56%,22.62,0.15,-0.26,,,,,,,,,,,,
2306,3/3/2008,21.12,5.19,1.03,4953,234.52,954.34,48.09,20.50%,24.57%,22.43,0.09,-0.2,,,,,,,,,,,,
2307,3/4/2008,20.74,5.1,1.05,4864.25,234.53,953.77,46.33,19.75%,24.59%,22.26,0.04,-0.16,,,,,,,,,,,,
2308,3/5/2008,20.98,5.16,1.04,4921.4,234.58,953.76,47.32,20.17%,24.59%,22.13,0.03,-0.11,,,,,,,,,,,,
2309,3/7/2008,20.35,5,1.07,4771.6,234.48,954.32,44.59,19.02%,24.57%,22.01,0.02,-0.1,,,,,,,,,,,,
2310,3/10/2008,20.47,5.03,1.06,4800.4,234.51,954.35,45.29,19.31%,24.57%,21.95,0.02,-0.13,,,,,,,,,,,,
2311,3/11/2008,20.75,5.1,1.05,4865.9,234.5,954.1,46.34,19.76%,24.58%,21.94,0.01,-0.18,,,,,,,,,,,,
2312,3/12/2008,20.78,5.11,1.05,4872,234.46,953.42,46.4,19.79%,24.59%,21.9,0.01,-0.21,,,,,,,,,,,,
2313,3/13/2008,19.72,4.81,1.13,4623.6,234.46,961.25,40.92,17.45%,24.39%,21.85,0.01,-0.27,,,,,,,,,,,,
2314,3/14/2008,20.68,5.1,1.06,4745.8,229.49,930.55,44.77,19.51%,24.66%,21.78,-0.01,-0.28,,,,,,,,,,,,
2315,3/17/2008,19.62,4.84,1.12,4503.1,229.52,930.39,40.21,17.52%,24.67%,21.7,-0.04,-0.32,,,,,,,,,,,,
2316,3/18/2008,19.75,4.87,1.11,4533,229.52,930.8,40.84,17.79%,24.66%,21.61,-0.06,-0.34,,,,,,,,,,,,
2317,3/19/2008,19.93,4.91,1.1,4573.95,229.5,931.56,41.58,18.12%,24.64%,21.55,-0.08,-0.38,,,,,,,,,,,,
2318,3/24/2008,20.09,4.95,1.09,4609.85,229.46,931.28,42.29,18.43%,24.64%,21.5,-0.11,-0.41,,,,,,,,,,,,
2319,3/25/2008,21.25,5.24,1.03,4877.5,229.53,930.82,47.35,20.63%,24.66%,21.45,-0.12,-0.39,,,,,,,,,,,,
2320,3/26/2008,21.05,5.19,1.04,4828.85,229.4,930.41,46.43,20.24%,24.66%,21.39,-0.14,-0.35,,,,,,,,,,,,
2321,3/27/2008,21.05,5.19,1.04,4830.25,229.47,930.68,46.44,20.24%,24.66%,21.32,-0.16,-0.31,,,,,,,,,,,,
2322,3/28/2008,21.54,5.31,1.02,4942,229.43,930.7,48.45,21.12%,24.65%,21.28,-0.17,-0.28,,,,,,,,,,,,
2323,3/31/2008,20.63,5.09,1.06,4734.5,229.5,930.16,44.67,19.46%,24.67%,21.25,-0.18,-0.28,,,,,,,,,,,,
2324,4/1/2008,20.66,5.09,1.06,4739.55,229.41,931.15,44.71,19.49%,24.64%,21.21,-0.19,-0.29,,,,,,,,,,,,
2325,4/2/2008,20.72,5.11,1.06,4754.2,229.45,930.37,44.85,19.55%,24.66%,21.21,-0.2,-0.31,,,,,,,,,,,,
2326,4/3/2008,20.8,5.13,1.05,4771.6,229.4,930.14,45.44,19.81%,24.66%,21.22,-0.21,-0.34,,,,,,,,,,,,
2327,4/4/2008,20.25,4.99,1.08,4647,229.48,931.26,43.03,18.75%,24.64%,21.19,-0.22,-0.37,,,,,,,,,,,,
2328,4/7/2008,20.75,5.12,1.05,4761.2,229.46,929.92,45.34,19.76%,24.67%,21.15,-0.22,-0.35,,,,,,,,,,,,
2329,4/8/2008,20.53,5.06,1.07,4709.65,229.4,930.76,44.02,19.19%,24.65%,21.09,-0.22,-0.33,,,,,,,,,,,,
2330,4/9/2008,20.69,5.1,1.06,4747.05,229.44,930.79,44.78,19.52%,24.65%,21.04,-0.22,-0.31,,,,,,,,,,,,
2331,4/10/2008,20.63,5.09,1.06,4733,229.42,929.86,44.65,19.46%,24.67%,20.98,-0.22,-0.28,,,,,,,,,,,,
2332,4/11/2008,20.82,5.13,1.05,4777.8,229.48,931.35,45.5,19.83%,24.64%,20.95,-0.22,-0.26,,,,,,,,,,,,
2333,4/15/2008,21.26,5.24,1.03,4879.65,229.52,931.23,47.38,20.64%,24.65%,20.92,-0.22,-0.22,,,,,,,,,,,,
2334,4/16/2008,21.29,5.25,1.03,4887.3,229.56,930.91,47.45,20.67%,24.66%,20.91,-0.21,-0.19,,,,,,,,,,,,
2335,4/17/2008,21.6,5.33,1.01,4958.4,229.56,930.28,49.09,21.39%,24.68%,20.89,-0.2,-0.14,,,,,,,,,,,,
2336,4/21/2008,21.92,5.41,1,5037,229.79,931.05,50.37,21.92%,24.68%,20.87,-0.19,-0.07,,,,,,,,,,,,
2337,4/22/2008,21.8,5.43,0.99,5049.3,231.62,929.89,51,22.02%,24.91%,20.85,-0.17,-0.01,,,,,,,,,,,,
2338,4/23/2008,21.69,5.4,1,5022.8,231.57,930.15,50.23,21.69%,24.90%,20.83,-0.15,0.06,,,,,,,,,,,,
2339,4/24/2008,21.57,5.37,1,4999.85,231.8,931.07,50,21.57%,24.90%,20.81,-0.13,0.12,,,,,,,,,,,,
2340,4/25/2008,21.96,5.49,0.98,5111.7,232.77,931.09,52.16,22.41%,25.00%,20.83,-0.1,0.17,,,,,,,,,,,,
2341,4/28/2008,21.85,5.47,0.99,5089.65,232.94,930.47,51.41,22.07%,25.03%,20.87,-0.07,0.2,,,,,,,,,,,,
2342,4/29/2008,22.31,5.58,0.97,5195.5,232.88,931.09,53.56,23.00%,25.01%,20.9,-0.04,0.24,,,,,,,,,,,,
2343,4/30/2008,22.2,5.55,0.97,5165.9,232.7,930.79,53.26,22.89%,25.00%,20.96,-0.01,0.27,,,,,,,,,,,,
2344,5/2/2008,22.42,5.62,0.96,5228.2,233.19,930.28,54.46,23.35%,25.07%,21.02,0.03,0.3,,,,,,,,,,,,
2345,5/5/2008,22.2,5.58,0.97,5192.25,233.89,930.51,53.53,22.89%,25.14%,21.06,0.06,0.33,,,,,,,,,,,,
2346,5/6/2008,22.02,5.53,0.97,5144.65,233.64,930.32,53.04,22.70%,25.11%,21.1,0.1,0.36,,,,,,,,,,,,
2347,5/7/2008,21.98,5.52,0.98,5135.5,233.64,930.34,52.4,22.43%,25.11%,21.16,0.14,0.36,,,,,,,,,,,,
2348,5/8/2008,21.75,5.47,0.99,5081.7,233.64,929.01,51.33,21.97%,25.15%,21.19,0.15,0.36,,,,,,,,,,,,
2349,5/9/2008,21.32,5.36,1.01,4982.6,233.71,929.59,49.33,21.11%,25.14%,21.24,0.16,0.33,,,,,,,,,,,,
2350,5/12/2008,21.45,5.39,1,5012.65,233.69,929.99,50.13,21.45%,25.13%,21.29,0.16,0.3,,,,,,,,,,,,
2351,5/13/2008,21.21,5.33,1.01,4957.8,233.75,930.17,49.09,21.00%,25.13%,21.33,0.17,0.27,,,,,,,,,,,,
2352,5/14/2008,21.44,5.39,1,5011.75,233.76,929.82,50.12,21.44%,25.14%,21.37,0.17,0.25,,,,,,,,,,,,
2353,5/15/2008,21.84,5.5,0.98,5115.25,234.21,930.05,52.2,22.29%,25.18%,21.39,0.18,0.26,,,,,,,,,,,,
2354,5/16/2008,21.94,5.55,0.97,5157.7,235.08,929.32,53.17,22.62%,25.30%,21.41,0.19,0.27,,,,,,,,,,,,
2355,5/20/2008,21.72,5.49,0.98,5104.95,235.03,929.86,52.09,22.16%,25.28%,21.43,0.2,0.27,,,,,,,,,,,,
2356,5/21/2008,21.77,5.5,0.98,5117.65,235.08,930.48,52.22,22.21%,25.26%,21.44,0.2,0.28,,,,,,,,,,,,
2357,5/22/2008,21.38,5.4,1,5025.45,235.05,930.64,50.25,21.38%,25.26%,21.46,0.21,0.26,,,,,,,,,,,,
2358,5/23/2008,21.03,5.32,1.01,4946.55,235.21,929.8,48.98,20.82%,25.30%,21.47,0.21,0.23,,,,,,,,,,,,
2359,5/26/2008,20.73,5.01,1.09,4875.05,235.17,973.06,44.73,19.02%,24.17%,21.47,0.21,0.18,,,,,,,,,,,,
2360,5/27/2008,20.67,5,1.09,4859.8,235.11,971.96,44.59,18.96%,24.19%,21.47,0.21,0.13,,,,,,,,,,,,
2361,5/28/2008,20.92,5.06,1.08,4918.35,235.1,972.01,45.54,19.37%,24.19%,21.49,0.21,0.08,,,,,,,,,,,,
2362,5/29/2008,20.59,4.97,1.1,4835.3,234.84,972.9,43.96,18.72%,24.14%,21.49,0.2,0.03,,,,,,,,,,,,
2363,5/30/2008,20.74,5.01,1.09,4870.1,234.82,972.08,44.68,19.03%,24.16%,21.49,0.19,-0.03,,,,,,,,,,,,
2364,6/2/2008,20.17,4.87,1.12,4739.6,234.98,973.22,42.32,18.01%,24.14%,21.48,0.18,-0.09,,,,,,,,,,,,
2365,6/3/2008,20.07,4.85,1.12,4715.9,234.97,972.35,42.11,17.92%,24.17%,21.46,0.17,-0.15,,,,,,,,,,,,
2366,6/4/2008,19.52,4.71,1.15,4585.6,234.92,973.59,39.87,16.97%,24.13%,21.42,0.16,-0.22,,,,,,,,,,,,
2367,6/5/2008,19.91,4.81,1.13,4676.95,234.9,972.34,41.39,17.62%,24.16%,21.38,0.15,-0.27,,,,,,,,,,,,
2368,6/6/2008,19.7,4.76,1.14,4627.8,234.91,972.23,40.59,17.28%,24.16%,21.34,0.13,-0.32,,,,,,,,,,,,
2369,6/9/2008,19.16,4.63,1.18,4500.95,234.91,972.13,38.14,16.24%,24.16%,21.26,0.12,-0.38,,,,,,,,,,,,
2370,6/10/2008,18.94,4.4,1.22,4449.8,234.94,1011.32,36.47,15.52%,23.23%,21.18,0.1,-0.43,,,,,,,,,,,,
2371,6/11/2008,19.25,4.48,1.2,4523.6,234.99,1009.73,37.7,16.04%,23.27%,21.1,0.09,-0.47,,,,,,,,,,,,
2372,6/12/2008,19.32,4.49,1.2,4539.35,234.96,1010.99,37.83,16.10%,23.24%,21.03,0.08,-0.51,,,,,,,,,,,,
2373,6/13/2008,19.23,4.47,1.2,4517.1,234.9,1010.54,37.64,16.03%,23.24%,20.96,0.07,-0.54,,,,,,,,,,,,
2374,6/16/2008,19.46,4.53,1.19,4572.5,234.97,1009.38,38.42,16.35%,23.28%,20.89,0.06,-0.56,,,,,,,,,,,,
2375,6/17/2008,19.89,4.6,1.17,4653,233.94,1011.52,39.77,17.00%,23.13%,20.83,0.05,-0.57,,,,,,,,,,,,
2376,6/18/2008,19.6,4.53,1.19,4582.4,233.8,1011.57,38.51,16.47%,23.11%,20.75,0.04,-0.57,,,,,,,,,,,,
2377,6/19/2008,19.26,4.46,1.21,4504.25,233.87,1009.92,37.23,15.92%,23.16%,20.66,0.03,-0.57,,,,,,,,,,,,
2378,6/20/2008,18.59,4.3,1.25,4347.55,233.86,1011.06,34.78,14.87%,23.13%,20.55,0.02,-0.58,,,,,,,,,,,,
2379,6/23/2008,18.25,4.22,1.27,4266.4,233.78,1011,33.59,14.37%,23.12%,20.44,0.01,-0.59,,,,,,,,,,,,
2380,6/24/2008,17.91,4.15,1.3,4191.1,234.01,1009.9,32.24,13.78%,23.17%,20.32,0,-0.6,,,,,,,,,,,,
2381,6/25/2008,18.18,4.21,1.28,4252.65,233.92,1010.13,33.22,14.20%,23.16%,20.2,0,-0.61,,,,,,,,,,,,
2382,6/26/2008,18.45,4.27,1.26,4315.85,233.92,1010.74,34.25,14.64%,23.14%,20.11,-0.01,-0.61,,,,,,,,,,,,
2383,6/27/2008,17.67,4.09,1.31,4136.65,234.11,1011.41,31.58,13.49%,23.15%,20,-0.02,-0.62,,,,,,,,,,,,
2384,6/30/2008,17.28,4,1.35,4040.55,233.83,1010.14,29.93,12.80%,23.15%,19.88,-0.03,-0.64,,,,,,,,,,,,
2385,7/1/2008,16.66,3.86,1.4,3896.75,233.9,1009.52,27.83,11.90%,23.17%,19.74,-0.03,-0.67,,,,,,,,,,,,
2386,7/2/2008,17.5,4.05,1.33,4093.35,233.91,1010.7,30.78,13.16%,23.14%,19.63,-0.04,-0.67,,,,,,,,,,,,
2387,7/3/2008,16.79,3.89,1.39,3925.75,233.81,1009.19,28.24,12.08%,23.17%,19.48,-0.05,-0.67,,,,,,,,,,,,
2388,7/4/2008,17.22,3.8,1.37,4016,233.22,1056.84,29.31,12.57%,22.07%,19.34,-0.05,-0.65,,,,,,,,,,,,
2389,7/7/2008,17.28,3.82,1.37,4030,233.22,1054.97,29.42,12.61%,22.11%,19.21,-0.06,-0.62,,,,,,,,,,,,
2390,7/8/2008,17.11,3.78,1.38,3988.55,233.11,1055.17,28.9,12.40%,22.09%,19.07,-0.06,-0.6,,,,,,,,,,,,
2391,7/9/2008,17.83,3.94,1.32,4157.1,233.15,1055.1,31.49,13.51%,22.10%,18.97,-0.06,-0.56,,,,,,,,,,,,
2392,7/10/2008,17.85,3.94,1.32,4162.2,233.18,1056.4,31.53,13.52%,22.07%,18.87,-0.06,-0.52,,,,,,,,,,,,
2393,7/11/2008,17.34,3.83,1.36,4049,233.51,1057.18,29.77,12.75%,22.09%,18.77,-0.06,-0.51,,,,,,,,,,,,
2394,7/14/2008,17.3,3.82,1.36,4039.7,233.51,1057.51,29.7,12.72%,22.08%,18.67,-0.06,-0.5,,,,,,,,,,,,
2395,7/15/2008,16.53,3.66,1.42,3861.1,233.58,1054.95,27.19,11.64%,22.14%,18.55,-0.06,-0.48,,,,,,,,,,,,
2396,7/16/2008,16.33,3.61,1.44,3816.7,233.72,1057.26,26.5,11.34%,22.11%,18.42,-0.06,-0.48,,,,,,,,,,,,
2397,7/17/2008,16.87,3.74,1.39,3947.2,233.98,1055.4,28.4,12.14%,22.17%,18.31,-0.06,-0.46,,,,,,,,,,,,
2398,7/18/2008,17.49,3.87,1.34,4092.25,233.98,1057.43,30.54,13.05%,22.13%,18.23,-0.05,-0.43,,,,,,,,,,,,
2399,7/21/2008,17.72,3.94,1.32,4159.5,234.73,1055.71,31.51,13.42%,22.23%,18.16,-0.04,-0.39,,,,,,,,,,,,
2400,7/22/2008,18.06,4.01,1.3,4240.1,234.78,1057.38,32.62,13.89%,22.20%,18.12,-0.04,-0.36,,,,,,,,,,,,
2401,7/23/2008,19.06,4.12,1.24,4476.8,234.88,1086.6,36.1,15.37%,21.62%,18.09,-0.03,-0.3,,,,,,,,,,,,
2402,7/24/2008,18.79,4.08,1.25,4433.55,235.95,1086.65,35.47,15.03%,21.71%,18.06,-0.01,-0.25,,,,,,,,,,,,
2403,7/25/2008,18.19,3.97,1.28,4311.85,237.05,1086.11,33.69,14.21%,21.83%,18.04,0.01,-0.22,,,,,,,,,,,,
2404,7/28/2008,18.2,3.99,1.28,4332.1,238.03,1085.74,33.84,14.22%,21.92%,18.01,0.03,-0.19,,,,,,,,,,,,
2405,7/29/2008,17.49,3.85,1.32,4189.85,239.56,1088.27,31.74,13.25%,22.01%,17.96,0.06,-0.17,,,,,,,,,,,,
2406,7/30/2008,18.08,3.97,1.28,4313.55,238.58,1086.54,33.7,14.13%,21.96%,17.93,0.09,-0.14,,,,,,,,,,,,
2407,7/31/2008,18.22,3.99,1.28,4332.95,237.81,1085.95,33.85,14.23%,21.90%,17.9,0.11,-0.1,,,,,,,,,,,,
2408,8/1/2008,18.56,4.06,1.25,4413.55,237.8,1087.08,35.31,14.85%,21.88%,17.87,0.12,-0.05,,,,,,,,,,,,
2409,8/4/2008,18.54,4.04,1.26,4395.35,237.07,1087.96,34.88,14.71%,21.79%,17.83,0.13,0,,,,,,,,,,,,
2410,8/5/2008,18.99,4.14,1.23,4502.85,237.12,1087.64,36.61,15.44%,21.80%,17.81,0.14,0.06,,,,,,,,,,,,
2411,8/6/2008,19.05,4.16,1.23,4517.55,237.14,1085.95,36.73,15.49%,21.84%,17.81,0.15,0.11,,,,,,,,,,,,
2412,8/7/2008,19.08,4.16,1.22,4523.85,237.1,1087.46,37.08,15.64%,21.80%,17.82,0.15,0.16,,,,,,,,,,,,
2413,8/8/2008,19.1,4.17,1.22,4529.5,237.15,1086.21,37.13,15.66%,21.83%,17.84,0.15,0.19,,,,,,,,,,,,
2414,8/11/2008,19.49,4.25,1.2,4620.4,237.07,1087.15,38.5,16.24%,21.81%,17.89,0.16,0.22,,,,,,,,,,,,
2415,8/12/2008,19.2,4.19,1.22,4552.25,237.1,1086.46,37.31,15.74%,21.82%,17.92,0.16,0.25,,,,,,,,,,,,
2416,8/13/2008,19.1,4.17,1.22,4529.05,237.12,1086.1,37.12,15.66%,21.83%,17.94,0.16,0.29,,,,,,,,,,,,
2417,8/14/2008,18.69,4.08,1.25,4430.7,237.06,1085.96,35.45,14.95%,21.83%,17.97,0.16,0.3,,,,,,,,,,,,
2418,8/18/2008,18.53,4.04,1.26,4393.05,237.08,1087.39,34.87,14.71%,21.80%,18.01,0.16,0.3,,,,,,,,,,,,
2419,8/19/2008,18.43,4.02,1.27,4368.25,237.02,1086.63,34.4,14.51%,21.81%,18.06,0.16,0.28,,,,,,,,,,,,
2420,8/20/2008,18.63,4.06,1.25,4415.75,237.02,1087.62,35.33,14.90%,21.79%,18.09,0.16,0.28,,,,,,,,,,,,
2421,8/21/2008,18.07,3.94,1.29,4283.85,237.07,1087.27,33.21,14.01%,21.80%,18.13,0.16,0.25,,,,,,,,,,,,
2422,8/22/2008,18.25,3.8,1.3,4327.45,237.12,1138.8,33.29,14.04%,20.82%,18.16,0.15,0.23,,,,,,,,,,,,
2423,8/25/2008,18.29,3.8,1.3,4335.35,237.03,1140.88,33.35,14.07%,20.78%,18.19,0.14,0.21,,,,,,,,,,,,
2424,8/26/2008,18.3,3.8,1.3,4337.5,237.02,1141.45,33.37,14.08%,20.77%,18.23,0.13,0.19,,,,,,,,,,,,
2425,8/27/2008,18.1,3.77,1.31,4292.1,237.13,1138.49,32.76,13.82%,20.83%,18.23,0.11,0.17,,,,,,,,,,,,
2426,8/28/2008,17.81,3.7,1.33,4214,236.61,1138.92,31.68,13.39%,20.77%,18.23,0.1,0.15,,,,,,,,,,,,
2427,8/29/2008,18.43,3.83,1.29,4360,236.57,1138.38,33.8,14.29%,20.78%,18.26,0.08,0.13,,,,,,,,,,,,
2428,9/1/2008,18.38,3.82,1.29,4348.65,236.6,1138.39,33.71,14.25%,20.78%,18.3,0.07,0.11,,,,,,,,,,,,
2429,9/2/2008,19.03,3.96,1.24,4504,236.68,1137.37,36.32,15.35%,20.81%,18.37,0.05,0.09,,,,,,,,,,,,
2430,9/4/2008,18.8,3.91,1.26,4447.75,236.58,1137.53,35.3,14.92%,20.80%,18.44,0.04,0.05,,,,,,,,,,,,
2431,9/5/2008,18.39,3.83,1.29,4352.3,236.67,1136.37,33.74,14.26%,20.83%,18.49,0.02,0.02,,,,,,,,,,,,
2432,9/8/2008,18.94,3.94,1.25,4482.3,236.66,1137.64,35.86,15.15%,20.80%,18.53,0,0,,,,,,,,,,,,
2433,9/9/2008,18.9,3.93,1.25,4468.7,236.44,1137.07,35.75,15.12%,20.79%,18.56,-0.01,-0.01,,,,,,,,,,,,
2434,9/10/2008,18.88,3.94,1.26,4400.25,233.06,1116.81,34.92,14.98%,20.87%,18.59,-0.04,-0.02,,,,,,,,,,,,
2435,9/11/2008,18.41,3.84,1.29,4290.3,233.04,1117.27,33.26,14.27%,20.86%,18.57,-0.07,-0.02,,,,,,,,,,,,
2436,9/12/2008,18.14,3.79,1.31,4228.45,233.1,1115.69,32.28,13.85%,20.89%,18.55,-0.1,-0.03,,,,,,,,,,,,
2437,9/15/2008,17.5,3.65,1.36,4072.9,232.74,1115.86,29.95,12.87%,20.86%,18.53,-0.12,-0.06,,,,,,,,,,,,
2438,9/16/2008,17.51,3.66,1.35,4074.9,232.72,1113.36,30.18,12.97%,20.90%,18.51,-0.13,-0.09,,,,,,,,,,,,
2439,9/17/2008,17.22,3.6,1.38,4008.25,232.77,1113.4,29.05,12.48%,20.91%,18.5,-0.13,-0.13,,,,,,,,,,,,
2440,9/18/2008,17.35,3.36,1.41,4038.15,232.75,1201.83,28.64,12.30%,19.37%,18.48,-0.14,-0.16,,,,,,,,,,,,
2441,9/19/2008,18.24,3.53,1.34,4245.25,232.74,1202.62,31.68,13.61%,19.35%,18.48,-0.14,-0.18,,,,,,,,,,,,
2442,9/22/2008,18.15,3.52,1.35,4223.05,232.67,1199.73,31.28,13.44%,19.39%,18.47,-0.15,-0.19,,,,,,,,,,,,
2443,9/23/2008,17.73,3.44,1.38,4126.9,232.76,1199.68,29.91,12.85%,19.40%,18.44,-0.16,-0.2,,,,,,,,,,,,
2444,9/24/2008,17.88,3.46,1.37,4161.25,232.73,1202.67,30.37,13.05%,19.35%,18.41,-0.17,-0.21,,,,,,,,,,,,
2445,9/25/2008,17.66,3.42,1.38,4110.55,232.76,1201.92,29.79,12.80%,19.37%,18.37,-0.17,-0.21,,,,,,,,,,,,
2446,9/26/2008,17.12,3.32,1.43,3985.25,232.78,1200.38,27.87,11.97%,19.39%,18.31,-0.18,-0.22,,,,,,,,,,,,
2447,9/29/2008,16.54,3.21,1.48,3850.05,232.77,1199.39,26.01,11.18%,19.41%,18.24,-0.18,-0.24,,,,,,,,,,,,
2448,9/30/2008,16.85,3.26,1.45,3921.2,232.71,1202.82,27.04,11.62%,19.35%,18.16,-0.19,-0.24,,,,,,,,,,,,
2449,10/1/2008,16.98,3.29,1.44,3950.75,232.67,1200.84,27.44,11.79%,19.38%,18.1,-0.19,-0.24,,,,,,,,,,,,
2450,10/3/2008,16.41,3.18,1.49,3818.3,232.68,1200.72,25.63,11.01%,19.38%,18.02,-0.19,-0.25,,,,,,,,,,,,
2451,10/6/2008,15.48,3,1.58,3602.35,232.71,1200.78,22.8,9.80%,19.38%,17.92,-0.18,-0.27,,,,,,,,,,,,
2452,10/7/2008,15.5,3,1.58,3606.6,232.68,1202.2,22.83,9.81%,19.35%,17.83,-0.18,-0.3,,,,,,,,,,,,
2453,10/8/2008,15.1,2.93,1.62,3513.65,232.69,1199.2,21.69,9.32%,19.40%,17.73,-0.18,-0.33,,,,,,,,,,,,
2454,10/10/2008,14.07,2.73,1.73,3279.95,233.12,1201.45,18.96,8.13%,19.40%,17.6,-0.17,-0.37,,,,,,,,,,,,
2455,10/13/2008,14.97,2.91,1.63,3490.7,233.18,1199.55,21.42,9.18%,19.44%,17.51,-0.16,-0.4,,,,,,,,,,,,
2456,10/14/2008,15.09,2.93,1.62,3518.65,233.18,1200.9,21.72,9.31%,19.42%,17.42,-0.15,-0.42,,,,,,,,,,,,
2457,10/15/2008,14.31,2.78,1.7,3338.4,233.29,1200.86,19.64,8.42%,19.43%,17.3,-0.14,-0.46,,,,,,,,,,,,
2458,10/16/2008,14.01,2.72,1.74,3269.3,233.35,1201.95,18.79,8.05%,19.41%,17.17,-0.13,-0.49,,,,,,,,,,,,
2459,10/17/2008,13.15,2.56,1.85,3074.35,233.79,1200.92,16.62,7.11%,19.47%,17.03,-0.11,-0.53,,,,,,,,,,,,
2460,10/20/2008,13.47,2.62,1.81,3122.8,231.83,1191.91,17.25,7.44%,19.45%,16.9,-0.1,-0.57,,,,,,,,,,,,
2461,10/21/2008,13.92,2.72,1.74,3234.9,232.39,1189.3,18.59,8.00%,19.54%,16.77,-0.1,-0.58,,,,,,,,,,,,
2462,10/22/2008,13.18,2.57,1.84,3065.15,232.56,1192.67,16.66,7.16%,19.50%,16.61,-0.08,-0.6,,,,,,,,,,,,
2463,10/23/2008,12.66,2.47,1.92,2943.15,232.48,1191.56,15.33,6.59%,19.51%,16.43,-0.07,-0.61,,,,,,,,,,,,
2464,10/24/2008,10.99,2.17,2.18,2584,235.12,1190.78,11.85,5.04%,19.75%,16.2,-0.04,-0.64,,,,,,,,,,,,
2465,10/27/2008,10.68,2.12,2.24,2524.2,236.35,1190.66,11.27,4.77%,19.85%,15.97,-0.01,-0.67,,,,,,,,,,,,
2466,10/28/2008,11.36,2.25,2.1,2684.6,236.32,1193.16,12.78,5.41%,19.81%,15.75,0.02,-0.67,,,,,,,,,,,,
2467,10/29/2008,11.42,2.26,2.09,2697.05,236.17,1193.38,12.9,5.46%,19.79%,15.53,0.06,-0.67,,,,,,,,,,,,
2468,10/31/2008,12.57,2.42,1.96,2885.6,229.56,1192.4,14.72,6.41%,19.25%,15.34,0.04,-0.66,,,,,,,,,,,,
2469,11/3/2008,13.33,2.56,1.85,3043.85,228.35,1189,16.45,7.21%,19.20%,15.19,0.01,-0.64,,,,,,,,,,,,
